Gene1,Gene2,value
ENSG00000198888,ENSG00000167658,0.248128641
ENSG00000198899,ENSG00000167658,-0.21663819
ENSG00000198938,ENSG00000167658,0.122933641
ENSG00000212907,ENSG00000167658,-0.098788079
ENSG00000214753,ENSG00000167658,0.509690078
ENSG00000228253,ENSG00000167658,-0.205709038
ENSG00000229314,ENSG00000167658,-0.077970692
ENSG00000169564,ENSG00000167676,0.679462092
ENSG00000169710,ENSG00000167676,0.104889599
ENSG00000171223,ENSG00000167676,0.747835674
ENSG00000171560,ENSG00000167676,0.078929173
ENSG00000172270,ENSG00000167676,0.642461296
ENSG00000172660,ENSG00000167676,0.083660491
ENSG00000173432,ENSG00000167676,0.771754171
ENSG00000174231,ENSG00000167676,0.208219803
ENSG00000174437,ENSG00000167676,0.268587518
ENSG00000177469,ENSG00000167676,0.630387024
ENSG00000177666,ENSG00000167676,0.876817454
ENSG00000178209,ENSG00000167676,0.316944169
ENSG00000178719,ENSG00000167676,0.374502628
ENSG00000179218,ENSG00000167676,0.389616596
ENSG00000179262,ENSG00000167676,0.63000279
ENSG00000181222,ENSG00000167676,-0.01399039
ENSG00000184009,ENSG00000167676,0.205644474
ENSG00000184897,ENSG00000167676,0.277419079
ENSG00000185650,ENSG00000167676,0.67685969
ENSG00000185883,ENSG00000167676,0.271452181
ENSG00000186081,ENSG00000167676,0.385962809
ENSG00000189060,ENSG00000167676,-0.165199006
ENSG00000196091,ENSG00000167676,0.579088268
ENSG00000196218,ENSG00000167676,0.192847736
ENSG00000196361,ENSG00000167676,-0.482756045
ENSG00000196754,ENSG00000167676,-0.022050563
ENSG00000197102,ENSG00000167676,0.016254814
ENSG00000197249,ENSG00000167676,0.320807112
ENSG00000197711,ENSG00000167676,0.431518616
ENSG00000197766,ENSG00000167676,0.888812702
ENSG00000198695,ENSG00000167676,0.300677719
ENSG00000198712,ENSG00000167676,0.198424729
ENSG00000198727,ENSG00000167676,0.650627539
ENSG00000198763,ENSG00000167676,0.254202121
ENSG00000198786,ENSG00000167676,0.269795106
ENSG00000198804,ENSG00000167676,0.279680229
ENSG00000198840,ENSG00000167676,0.614385085
ENSG00000198886,ENSG00000167676,0.447866355
ENSG00000198888,ENSG00000167676,0.647977978
ENSG00000198899,ENSG00000167676,0.329131785
ENSG00000198938,ENSG00000167676,0.422701317
ENSG00000212907,ENSG00000167676,0.354889393
ENSG00000214753,ENSG00000167676,-0.099685953
ENSG00000228253,ENSG00000167676,0.238963122
ENSG00000229314,ENSG00000167676,0.170497049
ENSG00000169710,ENSG00000169564,0.228495395
ENSG00000171223,ENSG00000169564,0.869079652
ENSG00000171560,ENSG00000169564,0.024865546
ENSG00000172270,ENSG00000169564,0.82690738
ENSG00000172660,ENSG00000169564,0.507626789
ENSG00000173432,ENSG00000169564,0.531768187
ENSG00000174231,ENSG00000169564,0.759839937
ENSG00000174437,ENSG00000169564,0.330673531
ENSG00000177469,ENSG00000169564,0.592392856
ENSG00000177666,ENSG00000169564,0.773320853
ENSG00000178209,ENSG00000169564,0.69314385
ENSG00000178719,ENSG00000169564,0.624014815
ENSG00000179218,ENSG00000169564,0.679127764
ENSG00000179262,ENSG00000169564,0.903343682
ENSG00000181222,ENSG00000169564,0.432969342
ENSG00000184009,ENSG00000169564,0.5766699
ENSG00000184897,ENSG00000169564,0.695322826
ENSG00000185650,ENSG00000169564,0.840044739
ENSG00000185883,ENSG00000169564,0.499208326
ENSG00000186081,ENSG00000169564,0.322657146
ENSG00000189060,ENSG00000169564,0.240507286
ENSG00000196091,ENSG00000169564,0.374458047
ENSG00000196218,ENSG00000169564,0.139642198
ENSG00000196361,ENSG00000169564,-0.475614158
ENSG00000196754,ENSG00000169564,0.124342433
ENSG00000197102,ENSG00000169564,0.364113053
ENSG00000197249,ENSG00000169564,0.31500072
ENSG00000197711,ENSG00000169564,0.35562448
ENSG00000197766,ENSG00000169564,0.699177433
ENSG00000198695,ENSG00000169564,0.065380826
ENSG00000198712,ENSG00000169564,-0.047913072
ENSG00000198727,ENSG00000169564,0.427376917
ENSG00000198763,ENSG00000169564,-0.072989113
ENSG00000198786,ENSG00000169564,0.024902381
ENSG00000198804,ENSG00000169564,-0.179614343
ENSG00000198840,ENSG00000169564,0.379990724
ENSG00000198886,ENSG00000169564,0.204105656
ENSG00000198888,ENSG00000169564,0.373033451
ENSG00000198899,ENSG00000169564,-0.056795409
ENSG00000198938,ENSG00000169564,0.217446371
ENSG00000212907,ENSG00000169564,0.078437557
ENSG00000214753,ENSG00000169564,0.374014555
ENSG00000228253,ENSG00000169564,-0.043170326
ENSG00000229314,ENSG00000169564,0.085293153
ENSG00000171223,ENSG00000169710,0.33252966
ENSG00000171560,ENSG00000169710,-0.200684314
ENSG00000172270,ENSG00000169710,0.157175515
ENSG00000172660,ENSG00000169710,0.491525509
ENSG00000173432,ENSG00000169710,0.124779639
ENSG00000174231,ENSG00000169710,0.395051586
ENSG00000174437,ENSG00000169710,-0.293606472
ENSG00000177469,ENSG00000169710,-0.093543611
ENSG00000177666,ENSG00000169710,0.337771048
ENSG00000178209,ENSG00000169710,0.373539508
ENSG00000178719,ENSG00000169710,0.713240467
ENSG00000179218,ENSG00000169710,0.338727719
ENSG00000179262,ENSG00000169710,0.050347056
ENSG00000181222,ENSG00000169710,0.594230956
ENSG00000184009,ENSG00000169710,0.637449158
ENSG00000184897,ENSG00000169710,0.682207935
ENSG00000185650,ENSG00000169710,0.437254011
ENSG00000185883,ENSG00000169710,0.301377529
ENSG00000186081,ENSG00000169710,0.365421977
ENSG00000189060,ENSG00000169710,0.415942891
ENSG00000196091,ENSG00000169710,-0.310927735
ENSG00000196218,ENSG00000169710,-0.169136104
ENSG00000196361,ENSG00000169710,-0.237038531
ENSG00000196754,ENSG00000169710,0.279296925
ENSG00000197102,ENSG00000169710,0.22459344
ENSG00000197249,ENSG00000169710,0.12159791
ENSG00000197711,ENSG00000169710,-0.252179943
ENSG00000197766,ENSG00000169710,0.007278154
ENSG00000198695,ENSG00000169710,-0.273955659
ENSG00000198712,ENSG00000169710,-0.395187473
ENSG00000198727,ENSG00000169710,-0.146788129
ENSG00000198763,ENSG00000169710,-0.409194637
ENSG00000198786,ENSG00000169710,-0.156318227
ENSG00000198804,ENSG00000169710,-0.493653572
ENSG00000198840,ENSG00000169710,-0.401094854
ENSG00000198886,ENSG00000169710,-0.364937857
ENSG00000198888,ENSG00000169710,-0.111268516
ENSG00000198899,ENSG00000169710,-0.555617113
ENSG00000198938,ENSG00000169710,-0.31861634
ENSG00000212907,ENSG00000169710,-0.453820441
ENSG00000214753,ENSG00000169710,0.380641712
ENSG00000228253,ENSG00000169710,-0.583725521
ENSG00000229314,ENSG00000169710,-0.126253773
ENSG00000171560,ENSG00000171223,0.125780664
ENSG00000172270,ENSG00000171223,0.781972182
ENSG00000172660,ENSG00000171223,0.317486258
ENSG00000173432,ENSG00000171223,0.760827807
ENSG00000174231,ENSG00000171223,0.525764117
ENSG00000174437,ENSG00000171223,0.147343059
ENSG00000177469,ENSG00000171223,0.537389864
ENSG00000177666,ENSG00000171223,0.724237746
ENSG00000178209,ENSG00000171223,0.569983618
ENSG00000178719,ENSG00000171223,0.581803115
ENSG00000179218,ENSG00000171223,0.716237173
ENSG00000179262,ENSG00000171223,0.660878641
ENSG00000181222,ENSG00000171223,0.318379027
ENSG00000184009,ENSG00000171223,0.681272933
ENSG00000184897,ENSG00000171223,0.578912933
ENSG00000185650,ENSG00000171223,0.927274411
ENSG00000185883,ENSG00000171223,0.273365225
ENSG00000186081,ENSG00000171223,0.593360816
ENSG00000189060,ENSG00000171223,0.102053869
ENSG00000196091,ENSG00000171223,0.27651931
ENSG00000196218,ENSG00000171223,-0.095102214
ENSG00000196361,ENSG00000171223,-0.650266882
ENSG00000196754,ENSG00000171223,0.266450523
ENSG00000197102,ENSG00000171223,0.076286022
ENSG00000197249,ENSG00000171223,0.534405205
ENSG00000197711,ENSG00000171223,0.456416986
ENSG00000197766,ENSG00000171223,0.727531777
ENSG00000198695,ENSG00000171223,-0.002736741
ENSG00000198712,ENSG00000171223,-0.203884391
ENSG00000198727,ENSG00000171223,0.304211046
ENSG00000198763,ENSG00000171223,-0.226371629
ENSG00000198786,ENSG00000171223,-0.075394039
ENSG00000198804,ENSG00000171223,-0.167632752
ENSG00000198840,ENSG00000171223,0.257031987
ENSG00000198886,ENSG00000171223,0.032572761
ENSG00000198888,ENSG00000171223,0.280628409
ENSG00000198899,ENSG00000171223,-0.137112607
ENSG00000198938,ENSG00000171223,0.105116306
ENSG00000212907,ENSG00000171223,-0.068676707
ENSG00000214753,ENSG00000171223,0.121388129
ENSG00000228253,ENSG00000171223,-0.162920645
ENSG00000229314,ENSG00000171223,0.190292516
ENSG00000172270,ENSG00000171560,-0.145513369
ENSG00000172660,ENSG00000171560,-0.283597004
ENSG00000173432,ENSG00000171560,0.47767444
ENSG00000174231,ENSG00000171560,-0.307365435
ENSG00000174437,ENSG00000171560,-0.202217762
ENSG00000177469,ENSG00000171560,-0.006203817
ENSG00000177666,ENSG00000171560,-0.15338643
ENSG00000178209,ENSG00000171560,-0.267937879
ENSG00000178719,ENSG00000171560,-0.117620065
ENSG00000179218,ENSG00000171560,0.419609474
ENSG00000179262,ENSG00000171560,-0.046852888
ENSG00000181222,ENSG00000171560,-0.467585949
ENSG00000184009,ENSG00000171560,-0.039206526
ENSG00000184897,ENSG00000171560,-0.348183719
ENSG00000185650,ENSG00000171560,-0.012147364
ENSG00000185883,ENSG00000171560,-0.309143612
ENSG00000186081,ENSG00000171560,-0.171577356
ENSG00000189060,ENSG00000171560,-0.074467491
ENSG00000196091,ENSG00000171560,0.123208034
ENSG00000196218,ENSG00000171560,-0.153857714
ENSG00000196361,ENSG00000171560,-0.330393407
ENSG00000196754,ENSG00000171560,-0.291054421
ENSG00000197102,ENSG00000171560,-0.642763281
ENSG00000197249,ENSG00000171560,0.744525986
ENSG00000197711,ENSG00000171560,0.785339471
ENSG00000197766,ENSG00000171560,0.037579311
ENSG00000198695,ENSG00000171560,0.213960591
ENSG00000198712,ENSG00000171560,0.053602755
ENSG00000198727,ENSG00000171560,-0.057971301
ENSG00000198763,ENSG00000171560,-0.000748968
ENSG00000198786,ENSG00000171560,0.02077952
ENSG00000198804,ENSG00000171560,0.155711641
ENSG00000198840,ENSG00000171560,0.084934521
ENSG00000198886,ENSG00000171560,0.161168695
ENSG00000198888,ENSG00000171560,-0.058821317
ENSG00000198899,ENSG00000171560,0.214798242
ENSG00000198938,ENSG00000171560,0.006824675
ENSG00000212907,ENSG00000171560,0.224485557
ENSG00000214753,ENSG00000171560,-0.541314585
ENSG00000228253,ENSG00000171560,0.162856727
ENSG00000229314,ENSG00000171560,0.946253114
ENSG00000172660,ENSG00000172270,0.498990028
ENSG00000173432,ENSG00000172270,0.421109903
ENSG00000174231,ENSG00000172270,0.707332818
ENSG00000174437,ENSG00000172270,0.387775063
ENSG00000177469,ENSG00000172270,0.683202233
ENSG00000177666,ENSG00000172270,0.768304579
ENSG00000178209,ENSG00000172270,0.574499135
ENSG00000178719,ENSG00000172270,0.566606967
ENSG00000179218,ENSG00000172270,0.603516809
ENSG00000179262,ENSG00000172270,0.74152537
ENSG00000181222,ENSG00000172270,0.541905155
ENSG00000184009,ENSG00000172270,0.537229819
ENSG00000184897,ENSG00000172270,0.612164481
ENSG00000185650,ENSG00000172270,0.778318474
ENSG00000185883,ENSG00000172270,0.473563237
ENSG00000186081,ENSG00000172270,0.453641595
ENSG00000189060,ENSG00000172270,0.290800503
ENSG00000196091,ENSG00000172270,0.241550927
ENSG00000196218,ENSG00000172270,0.032942243
ENSG00000196361,ENSG00000172270,-0.303901056
ENSG00000196754,ENSG00000172270,0.272006964
ENSG00000197102,ENSG00000172270,0.357101936
ENSG00000197249,ENSG00000172270,0.196216566
ENSG00000197711,ENSG00000172270,0.261457482
ENSG00000197766,ENSG00000172270,0.747698287
ENSG00000198695,ENSG00000172270,0.040671192
ENSG00000198712,ENSG00000172270,0.037957631
ENSG00000198727,ENSG00000172270,0.543348472
ENSG00000198763,ENSG00000172270,0.040936544
ENSG00000198786,ENSG00000172270,0.135529287
ENSG00000198804,ENSG00000172270,-0.067212239
ENSG00000198840,ENSG00000172270,0.478904386
ENSG00000198886,ENSG00000172270,0.280794164
ENSG00000198888,ENSG00000172270,0.513780118
ENSG00000198899,ENSG00000172270,0.040589911
ENSG00000198938,ENSG00000172270,0.40927102
ENSG00000212907,ENSG00000172270,0.184787973
ENSG00000214753,ENSG00000172270,0.435243616
ENSG00000228253,ENSG00000172270,0.056335116
ENSG00000229314,ENSG00000172270,-0.155242752
ENSG00000173432,ENSG00000172660,-0.03233985
ENSG00000174231,ENSG00000172660,0.801662456
ENSG00000174437,ENSG00000172660,0.35090508
ENSG00000177469,ENSG00000172660,0.082196995
ENSG00000177666,ENSG00000172660,0.42844396
ENSG00000178209,ENSG00000172660,0.704753282
ENSG00000178719,ENSG00000172660,0.70151861
ENSG00000179218,ENSG00000172660,0.363428726
ENSG00000179262,ENSG00000172660,0.559850055
ENSG00000181222,ENSG00000172660,0.823931189
ENSG00000184009,ENSG00000172660,0.401679139
ENSG00000184897,ENSG00000172660,0.817655693
ENSG00000185650,ENSG00000172660,0.470711776
ENSG00000185883,ENSG00000172660,0.693992604
ENSG00000186081,ENSG00000172660,0.085346894
ENSG00000189060,ENSG00000172660,0.650368809
ENSG00000196091,ENSG00000172660,-0.010990401
ENSG00000196218,ENSG00000172660,0.27776852
ENSG00000196361,ENSG00000172660,0.025377453
ENSG00000196754,ENSG00000172660,0.326588817
ENSG00000197102,ENSG00000172660,0.685738654
ENSG00000197249,ENSG00000172660,-0.072312652
ENSG00000197711,ENSG00000172660,-0.106499728
ENSG00000197766,ENSG00000172660,0.179797024
ENSG00000198695,ENSG00000172660,-0.091422458
ENSG00000198712,ENSG00000172660,-0.15042478
ENSG00000198727,ENSG00000172660,0.249932719
ENSG00000198763,ENSG00000172660,-0.141923125
ENSG00000198786,ENSG00000172660,0.121813288
ENSG00000198804,ENSG00000172660,-0.449496289
ENSG00000198840,ENSG00000172660,0.028146644
ENSG00000198886,ENSG00000172660,0.008317001
ENSG00000198888,ENSG00000172660,0.12022538
ENSG00000198899,ENSG00000172660,-0.292765987
ENSG00000198938,ENSG00000172660,0.11272844
ENSG00000212907,ENSG00000172660,-0.121256105
ENSG00000214753,ENSG00000172660,0.859810751
ENSG00000228253,ENSG00000172660,-0.219325184
ENSG00000229314,ENSG00000172660,-0.2932003
ENSG00000174231,ENSG00000173432,0.015563305
ENSG00000174437,ENSG00000173432,0.012954074
ENSG00000177469,ENSG00000173432,0.522232109
ENSG00000177666,ENSG00000173432,0.582392343
ENSG00000178209,ENSG00000173432,0.239511168
ENSG00000178719,ENSG00000173432,0.310770361
ENSG00000179218,ENSG00000173432,0.568736784
ENSG00000179262,ENSG00000173432,0.361971039
ENSG00000181222,ENSG00000173432,-0.146645309
ENSG00000184009,ENSG00000173432,0.283613922
ENSG00000184897,ENSG00000173432,0.109658771
ENSG00000185650,ENSG00000173432,0.616383964
ENSG00000185883,ENSG00000173432,0.070181128
ENSG00000186081,ENSG00000173432,0.547088573
ENSG00000189060,ENSG00000173432,-0.22658096
ENSG00000196091,ENSG00000173432,0.387384847
ENSG00000196218,ENSG00000173432,-0.037616476
ENSG00000196361,ENSG00000173432,-0.651248646
ENSG00000196754,ENSG00000173432,0.176936421
ENSG00000197102,ENSG00000173432,-0.321548525
ENSG00000197249,ENSG00000173432,0.68011858
ENSG00000197711,ENSG00000173432,0.710021875
ENSG00000197766,ENSG00000173432,0.633973936
ENSG00000198695,ENSG00000173432,0.135444322
ENSG00000198712,ENSG00000173432,-0.052093897
ENSG00000198727,ENSG00000173432,0.286384824
ENSG00000198763,ENSG00000173432,-0.034596118
ENSG00000198786,ENSG00000173432,0.007423181
ENSG00000198804,ENSG00000173432,0.128243341
ENSG00000198840,ENSG00000173432,0.296432574
ENSG00000198886,ENSG00000173432,0.141927951
ENSG00000198888,ENSG00000173432,0.297627657
ENSG00000198899,ENSG00000173432,0.132820482
ENSG00000198938,ENSG00000173432,0.109744151
ENSG00000212907,ENSG00000173432,0.089975972
ENSG00000214753,ENSG00000173432,-0.341485189
ENSG00000228253,ENSG00000173432,0.013436114
ENSG00000229314,ENSG00000173432,0.556677503
ENSG00000174437,ENSG00000174231,0.387212572
ENSG00000177469,ENSG00000174231,0.309270496
ENSG00000177666,ENSG00000174231,0.520924154
ENSG00000178209,ENSG00000174231,0.826224597
ENSG00000178719,ENSG00000174231,0.69142967
ENSG00000179218,ENSG00000174231,0.484531242
ENSG00000179262,ENSG00000174231,0.764267422
ENSG00000181222,ENSG00000174231,0.841212439
ENSG00000184009,ENSG00000174231,0.541390974
ENSG00000184897,ENSG00000174231,0.848281417
ENSG00000185650,ENSG00000174231,0.580945961
ENSG00000185883,ENSG00000174231,0.5947623
ENSG00000186081,ENSG00000174231,0.233793295
ENSG00000189060,ENSG00000174231,0.605341296
ENSG00000196091,ENSG00000174231,0.080408209
ENSG00000196218,ENSG00000174231,0.153178949
ENSG00000196361,ENSG00000174231,-0.145522173
ENSG00000196754,ENSG00000174231,0.313869586
ENSG00000197102,ENSG00000174231,0.746011099
ENSG00000197249,ENSG00000174231,-0.087563296
ENSG00000197711,ENSG00000174231,-0.113765394
ENSG00000197766,ENSG00000174231,0.257279746
ENSG00000198695,ENSG00000174231,-0.126082174
ENSG00000198712,ENSG00000174231,-0.226542545
ENSG00000198727,ENSG00000174231,0.233841048
ENSG00000198763,ENSG00000174231,-0.23168419
ENSG00000198786,ENSG00000174231,0.026426063
ENSG00000198804,ENSG00000174231,-0.414766336
ENSG00000198840,ENSG00000174231,0.080671261
ENSG00000198886,ENSG00000174231,-0.005081533
ENSG00000198888,ENSG00000174231,0.180564823
ENSG00000198899,ENSG00000174231,-0.284193735
ENSG00000198938,ENSG00000174231,0.091390608
ENSG00000212907,ENSG00000174231,-0.142926464
ENSG00000214753,ENSG00000174231,0.796508593
ENSG00000228253,ENSG00000174231,-0.201831722
ENSG00000229314,ENSG00000174231,-0.301167548
ENSG00000177469,ENSG00000174437,0.179162954
ENSG00000177666,ENSG00000174437,0.270546422
ENSG00000178209,ENSG00000174437,0.549668524
ENSG00000178719,ENSG00000174437,0.008122673
ENSG00000179218,ENSG00000174437,0.001654372
ENSG00000179262,ENSG00000174437,0.606035751
ENSG00000181222,ENSG00000174437,0.18849684
ENSG00000184009,ENSG00000174437,-0.206424419
ENSG00000184897,ENSG00000174437,0.067561982
ENSG00000185650,ENSG00000174437,0.217167101
ENSG00000185883,ENSG00000174437,0.221789976
ENSG00000186081,ENSG00000174437,0.028308118
ENSG00000189060,ENSG00000174437,0.145005529
ENSG00000196091,ENSG00000174437,0.423034889
ENSG00000196218,ENSG00000174437,0.276484262
ENSG00000196361,ENSG00000174437,-0.121139769
ENSG00000196754,ENSG00000174437,0.266164256
ENSG00000197102,ENSG00000174437,0.547079211
ENSG00000197249,ENSG00000174437,-0.093460018
ENSG00000197711,ENSG00000174437,-0.075395407
ENSG00000197766,ENSG00000174437,0.196474233
ENSG00000198695,ENSG00000174437,0.571433308
ENSG00000198712,ENSG00000174437,0.176489513
ENSG00000198727,ENSG00000174437,0.529113142
ENSG00000198763,ENSG00000174437,0.176332425
ENSG00000198786,ENSG00000174437,0.649003715
ENSG00000198804,ENSG00000174437,0.35211582
ENSG00000198840,ENSG00000174437,0.470516993
ENSG00000198886,ENSG00000174437,0.376847751
ENSG00000198888,ENSG00000174437,0.386341145
ENSG00000198899,ENSG00000174437,0.294346072
ENSG00000198938,ENSG00000174437,0.303573105
ENSG00000212907,ENSG00000174437,0.320533892
ENSG00000214753,ENSG00000174437,0.331561018
ENSG00000228253,ENSG00000174437,0.407521341
ENSG00000229314,ENSG00000174437,-0.229581333
ENSG00000177666,ENSG00000177469,0.658704415
ENSG00000178209,ENSG00000177469,0.27763753
ENSG00000178719,ENSG00000177469,0.268448186
ENSG00000179218,ENSG00000177469,0.366222706
ENSG00000179262,ENSG00000177469,0.534392442
ENSG00000181222,ENSG00000177469,0.135220601
ENSG00000184009,ENSG00000177469,0.166347664
ENSG00000184897,ENSG00000177469,0.217375002
ENSG00000185650,ENSG00000177469,0.389207587
ENSG00000185883,ENSG00000177469,0.40156857
ENSG00000186081,ENSG00000177469,0.487240041
ENSG00000189060,ENSG00000177469,-0.16234453
ENSG00000196091,ENSG00000177469,0.360943539
ENSG00000196218,ENSG00000177469,0.281384273
ENSG00000196361,ENSG00000177469,-0.148468854
ENSG00000196754,ENSG00000177469,0.274164735
ENSG00000197102,ENSG00000177469,0.104775293
ENSG00000197249,ENSG00000177469,0.140128221
ENSG00000197711,ENSG00000177469,0.30041374
ENSG00000197766,ENSG00000177469,0.667043342
ENSG00000198695,ENSG00000177469,-0.107233053
ENSG00000198712,ENSG00000177469,0.050320113
ENSG00000198727,ENSG00000177469,0.360433837
ENSG00000198763,ENSG00000177469,0.11568035
ENSG00000198786,ENSG00000177469,-0.076440205
ENSG00000198804,ENSG00000177469,0.040020678
ENSG00000198840,ENSG00000177469,0.400586327
ENSG00000198886,ENSG00000177469,0.249769685
ENSG00000198888,ENSG00000177469,0.404702506
ENSG00000198899,ENSG00000177469,0.110504222
ENSG00000198938,ENSG00000177469,0.237188866
ENSG00000212907,ENSG00000177469,0.227232491
ENSG00000214753,ENSG00000177469,0.057554507
ENSG00000228253,ENSG00000177469,0.064364782
ENSG00000229314,ENSG00000177469,-0.022926194
ENSG00000178209,ENSG00000177666,0.503573064
ENSG00000178719,ENSG00000177666,0.604953983
ENSG00000179218,ENSG00000177666,0.427515082
ENSG00000179262,ENSG00000177666,0.725955699
ENSG00000181222,ENSG00000177666,0.330207299
ENSG00000184009,ENSG00000177666,0.316688534
ENSG00000184897,ENSG00000177666,0.605982655
ENSG00000185650,ENSG00000177666,0.703923033
ENSG00000185883,ENSG00000177666,0.540097649
ENSG00000186081,ENSG00000177666,0.378538136
ENSG00000189060,ENSG00000177666,0.121717783
ENSG00000196091,ENSG00000177666,0.417640335
ENSG00000196218,ENSG00000177666,0.26851013
ENSG00000196361,ENSG00000177666,-0.333724958
ENSG00000196754,ENSG00000177666,0.092262455
ENSG00000197102,ENSG00000177666,0.312357608
ENSG00000197249,ENSG00000177666,0.088098654
ENSG00000197711,ENSG00000177666,0.239636411
ENSG00000197766,ENSG00000177666,0.833420782
ENSG00000198695,ENSG00000177666,0.105805344
ENSG00000198712,ENSG00000177666,0.068867488
ENSG00000198727,ENSG00000177666,0.606372807
ENSG00000198763,ENSG00000177666,0.165708924
ENSG00000198786,ENSG00000177666,0.19459076
ENSG00000198804,ENSG00000177666,-0.02818253
ENSG00000198840,ENSG00000177666,0.504087682
ENSG00000198886,ENSG00000177666,0.323327994
ENSG00000198888,ENSG00000177666,0.623881152
ENSG00000198899,ENSG00000177666,0.112200799
ENSG00000198938,ENSG00000177666,0.387279629
ENSG00000212907,ENSG00000177666,0.179554543
ENSG00000214753,ENSG00000177666,0.296245791
ENSG00000228253,ENSG00000177666,0.071837138
ENSG00000229314,ENSG00000177666,-0.049494963
ENSG00000178719,ENSG00000178209,0.545086343
ENSG00000179218,ENSG00000178209,0.458710759
ENSG00000179262,ENSG00000178209,0.755374248
ENSG00000181222,ENSG00000178209,0.63406785
ENSG00000184009,ENSG00000178209,0.464219421
ENSG00000184897,ENSG00000178209,0.685764464
ENSG00000185650,ENSG00000178209,0.631989559
ENSG00000185883,ENSG00000178209,0.368374859
ENSG00000186081,ENSG00000178209,0.400992599
ENSG00000189060,ENSG00000178209,0.457784038
ENSG00000196091,ENSG00000178209,0.094950605
ENSG00000196218,ENSG00000178209,0.070801074
ENSG00000196361,ENSG00000178209,-0.44789881
ENSG00000196754,ENSG00000178209,0.593423005
ENSG00000197102,ENSG00000178209,0.641894046
ENSG00000197249,ENSG00000178209,0.058603644
ENSG00000197711,ENSG00000178209,-0.133072175
ENSG00000197766,ENSG00000178209,0.235075577
ENSG00000198695,ENSG00000178209,0.070422299
ENSG00000198712,ENSG00000178209,-0.291009
ENSG00000198727,ENSG00000178209,0.199357573
ENSG00000198763,ENSG00000178209,-0.380617683
ENSG00000198786,ENSG00000178209,0.138809643
ENSG00000198804,ENSG00000178209,-0.254953363
ENSG00000198840,ENSG00000178209,-0.029581158
ENSG00000198886,ENSG00000178209,-0.084685744
ENSG00000198888,ENSG00000178209,0.045550573
ENSG00000198899,ENSG00000178209,-0.322993847
ENSG00000198938,ENSG00000178209,-0.073097247
ENSG00000212907,ENSG00000178209,-0.254514521
ENSG00000214753,ENSG00000178209,0.580338456
ENSG00000228253,ENSG00000178209,-0.282490056
ENSG00000229314,ENSG00000178209,-0.241482707
ENSG00000179218,ENSG00000178719,0.598505195
ENSG00000179262,ENSG00000178719,0.481598904
ENSG00000181222,ENSG00000178719,0.730831583
ENSG00000184009,ENSG00000178719,0.620895259
ENSG00000184897,ENSG00000178719,0.87777117
ENSG00000185650,ENSG00000178719,0.608223704
ENSG00000185883,ENSG00000178719,0.727047691
ENSG00000186081,ENSG00000178719,0.278320988
ENSG00000189060,ENSG00000178719,0.609664753
ENSG00000196091,ENSG00000178719,-0.070500206
ENSG00000196218,ENSG00000178719,0.045816492
ENSG00000196361,ENSG00000178719,-0.13336867
ENSG00000196754,ENSG00000178719,0.176394533
ENSG00000197102,ENSG00000178719,0.431144331
ENSG00000197249,ENSG00000178719,0.159056721
ENSG00000197711,ENSG00000178719,0.08190717
ENSG00000197766,ENSG00000178719,0.316944392
ENSG00000198695,ENSG00000178719,-0.06721033
ENSG00000198712,ENSG00000178719,-0.127734962
ENSG00000198727,ENSG00000178719,0.314487759
ENSG00000198763,ENSG00000178719,-0.133123951
ENSG00000198786,ENSG00000178719,0.073318099
ENSG00000198804,ENSG00000178719,-0.360941913
ENSG00000198840,ENSG00000178719,0.066170041
ENSG00000198886,ENSG00000178719,0.064630332
ENSG00000198888,ENSG00000178719,0.295033747
ENSG00000198899,ENSG00000178719,-0.204525297
ENSG00000198938,ENSG00000178719,0.091677804
ENSG00000212907,ENSG00000178719,-0.064493677
ENSG00000214753,ENSG00000178719,0.637326209
ENSG00000228253,ENSG00000178719,-0.216489666
ENSG00000229314,ENSG00000178719,-0.025686759
ENSG00000179262,ENSG00000179218,0.46358705
ENSG00000181222,ENSG00000179218,0.30423604
ENSG00000184009,ENSG00000179218,0.658813749
ENSG00000184897,ENSG00000179218,0.499796877
ENSG00000185650,ENSG00000179218,0.701633458
ENSG00000185883,ENSG00000179218,0.156419812
ENSG00000186081,ENSG00000179218,0.239683834
ENSG00000189060,ENSG00000179218,0.457223072
ENSG00000196091,ENSG00000179218,-0.089096316
ENSG00000196218,ENSG00000179218,-0.40702547
ENSG00000196361,ENSG00000179218,-0.627409781
ENSG00000196754,ENSG00000179218,0.121877055
ENSG00000197102,ENSG00000179218,-0.155111793
ENSG00000197249,ENSG00000179218,0.706003629
ENSG00000197711,ENSG00000179218,0.591714021
ENSG00000197766,ENSG00000179218,0.44766965
ENSG00000198695,ENSG00000179218,0.126927387
ENSG00000198712,ENSG00000179218,-0.168619494
ENSG00000198727,ENSG00000179218,0.143072714
ENSG00000198763,ENSG00000179218,-0.282001921
ENSG00000198786,ENSG00000179218,-0.001834929
ENSG00000198804,ENSG00000179218,-0.233037443
ENSG00000198840,ENSG00000179218,0.070630309
ENSG00000198886,ENSG00000179218,0.023132922
ENSG00000198888,ENSG00000179218,0.053455818
ENSG00000198899,ENSG00000179218,-0.201103627
ENSG00000198938,ENSG00000179218,-0.033445916
ENSG00000212907,ENSG00000179218,-0.046986785
ENSG00000214753,ENSG00000179218,0.118080055
ENSG00000228253,ENSG00000179218,-0.238671578
